load_id,date,fold,equipment,distance,actual_rate,lightgbm_prediction,catboost_prediction,ensemble_prediction,absolute_error
TR-033786,2025-08-01,august,Dry Van,943.4,1959.95,1935.132163984821,1944.2126602563098,1939.6724121205655,20.277587879434577
TR-033787,2025-08-01,august,Flatbed,193.9,539.38,528.8945824581772,620.50350312214,574.6990427901586,35.31904279015862
TR-033788,2025-08-01,august,Dry Van,2326.4,4168.16,4361.9649860128775,4328.171390632535,4345.068188322706,176.90818832270634
TR-033789,2025-08-01,august,Flatbed,534.2,1257.53,1226.0867981568515,1201.7055921864994,1213.8961951716756,43.6338048283244
TR-033790,2025-08-01,august,Flatbed,138.3,400.5,366.12551050568635,441.6685273122314,403.8970189089589,3.3970189089588985
TR-033791,2025-08-01,august,Dry Van,1004.2,2085.87,2094.6250110425967,2081.1905061255543,2087.9077585840755,2.0377585840756183
TR-033792,2025-08-01,august,Reefer,1320.8,3052.13,3006.4798405925444,2925.8701715934876,2966.1750060930162,85.95499390698387
TR-033793,2025-08-01,august,Dry Van,450.9,925.69,940.3392319106553,932.9201538827265,936.6296928966908,10.939692896690758
TR-033794,2025-08-01,august,Dry Van,2083.1,3801.15,3889.9181585326705,3960.6162545950683,3925.2672065638694,124.11720656386933
TR-033795,2025-08-01,august,Reefer,911.2,2124.89,2067.787161945653,2031.5182603277542,2049.6527111367036,75.23728886329627
TR-033796,2025-08-01,august,Dry Van,2131.1,3882.94,4076.5245160410605,3927.812075435456,4002.168295738258,119.22829573825811
TR-033797,2025-08-01,august,Flatbed,469.7,1166.72,1147.0715544776517,1128.72981256749,1137.900683522571,28.819316477429084
TR-033798,2025-08-01,august,Flatbed,1410.4,3282.16,3107.3693459090487,3125.8820615365184,3116.6257037227833,165.53429627721653
TR-033799,2025-08-01,august,Flatbed,981.6,2234.9,2214.441459855849,2168.4337576373505,2191.4376087466,43.462391253400256
TR-033800,2025-08-01,august,Dry Van,633.6,1326.02,1277.359762590674,1315.409510534096,1296.384636562385,29.63536343761507
TR-033801,2025-08-01,august,Flatbed,383.8,920.2,911.1401111534534,942.7481395652374,926.9441253593454,6.744125359345389
TR-033802,2025-08-01,august,Reefer,1947.9,3944.93,3982.6424326491697,4169.706300392098,4076.1743665206336,131.24436652063378
TR-033803,2025-08-01,august,Dry Van,2599.8,4835.29,4686.031997527001,4748.475182069093,4717.253589798047,118.036410201953
TR-033804,2025-08-01,august,Dry Van,1143.9,2202.97,2244.298917736032,2270.1532963608884,2257.22610704846,54.25610704846031
TR-033805,2025-08-01,august,Dry Van,1643.0,2969.53,3129.3952699755937,3042.103701324024,3085.749485649809,116.21948564980858
TR-033806,2025-08-01,august,Flatbed,1943.9,4057.04,4087.034441356787,4095.4933918129987,4091.2639165848927,34.22391658489278
TR-033807,2025-08-01,august,Reefer,2333.2,4766.29,4736.697321409247,4973.1792858945855,4854.938303651916,88.64830365191574
TR-033808,2025-08-01,august,Dry Van,566.1,1229.96,1244.3185549112027,1291.4729480644091,1267.895751487806,37.935751487805874
TR-033809,2025-08-01,august,Reefer,952.1,2260.24,2177.4490904562417,2123.2882582359243,2150.368674346083,109.87132565391676
TR-033810,2025-08-01,august,Dry Van,2040.7,3841.99,3824.194469687444,3890.811550921234,3857.503010304339,15.513010304339332
TR-033811,2025-08-01,august,Dry Van,782.5,1660.14,1708.6777164049013,1695.1900732273966,1701.933894816149,41.79389481614885
TR-033812,2025-08-01,august,Dry Van,1658.9,3193.75,3096.7800641706667,3184.238467682446,3140.5092659265565,53.24073407344349
TR-033813,2025-08-01,august,Dry Van,447.9,1044.84,1029.3329164754502,1076.5519872930374,1052.9424518842438,8.10245188424392
TR-033814,2025-08-01,august,Dry Van,888.1,1907.25,1891.5238392659571,1923.4140896298577,1907.4689644479074,0.21896444790741043
TR-033815,2025-08-01,august,Dry Van,1624.1,3001.06,3186.408492112972,3076.5583806630057,3131.483436387989,130.4234363879891
TR-033816,2025-08-01,august,Reefer,1166.8,2686.58,2731.7216280022935,2762.496603992564,2747.1091159974285,60.52911599742856
TR-033817,2025-08-01,august,Dry Van,1027.4,2140.85,2151.0855392082462,2115.055678739332,2133.070608973789,7.77939102621076
TR-033818,2025-08-01,august,Dry Van,2008.8,3702.88,3734.1876429894514,3783.606230811168,3758.89693690031,56.0169369003097
TR-033819,2025-08-01,august,Dry Van,769.5,1658.17,1622.666990361133,1657.694447622121,1640.1807189916271,17.989281008372927
TR-033820,2025-08-01,august,Reefer,796.4,1855.63,1833.5248246699757,1804.3186963419766,1818.9217605059762,36.70823949402393
TR-033821,2025-08-01,august,Dry Van,257.4,648.19,647.5591793115458,648.4011950103288,647.9801871609372,0.20981283906280623
TR-033822,2025-08-01,august,Dry Van,260.9,625.72,648.9425968042607,665.8965405625722,657.4195686834164,31.699568683416373
TR-033823,2025-08-01,august,Dry Van,329.7,772.01,766.772804293811,810.6343385199109,788.7035714068609,16.693571406860883
TR-033824,2025-08-01,august,Reefer,1734.8,3827.0,3780.034499642149,3777.6635048306125,3778.849002236381,48.150997763619216
TR-033825,2025-08-01,august,Reefer,2012.2,4059.57,4168.962444715256,4143.5981431085365,4156.2802939118965,96.71029391189631
TR-033826,2025-08-01,august,Flatbed,1168.2,2568.67,2495.4360508984983,2624.789310329747,2560.112680614123,8.557319385877236
TR-033827,2025-08-01,august,Reefer,1023.1,2463.37,2378.4419341850735,2408.0880077892407,2393.264970987157,70.1050290128428
TR-033828,2025-08-01,august,Dry Van,919.3,1930.71,1842.618698988359,1828.9562994994578,1835.7874992439083,94.92250075609172
TR-033829,2025-08-01,august,Dry Van,1146.9,2334.52,2411.701208943606,2375.637035928042,2393.669122435824,59.14912243582421
TR-033830,2025-08-01,august,Flatbed,1274.0,2795.59,2726.7006937384062,2774.4248729251417,2750.562783331774,45.027216668226174
TR-033831,2025-08-01,august,Reefer,1404.2,3130.89,3097.0724672787624,3034.7474214189315,3065.9099443488467,64.98005565115318
TR-033832,2025-08-01,august,Dry Van,1627.7,3156.54,3262.7721186566528,3257.0223047227555,3259.897211689704,103.35721168970395
TR-033833,2025-08-01,august,Dry Van,571.4,1141.69,1161.5867422046292,1130.691884416477,1146.139313310553,4.449313310552952
TR-033834,2025-08-01,august,Reefer,1620.4,3477.96,3521.384998874202,3470.552638944093,3495.9688189091476,18.00881890914752
TR-033835,2025-08-01,august,Reefer,702.0,1699.01,1665.708546449578,1647.5515386925017,1656.63004257104,42.3799574289601
TR-033836,2025-08-01,august,Flatbed,2198.6,4584.03,4548.349942308381,4489.541885268545,4518.945913788463,65.08408621153649
TR-033837,2025-08-01,august,Flatbed,1869.4,3884.75,3980.9831210226293,3940.710309276149,3960.846715149389,76.09671514938918
TR-033838,2025-08-01,august,Dry Van,366.6,804.18,797.6065172834573,824.7817995914825,811.1941584374699,7.014158437469973
TR-033839,2025-08-01,august,Dry Van,665.9,1414.94,1354.585001675347,1398.8656044774225,1376.7253030763848,38.21469692361529
TR-033840,2025-08-01,august,Reefer,589.7,1383.98,1368.0568239234003,1378.24351523779,1373.150169580595,10.82983041940497
TR-033841,2025-08-01,august,Reefer,759.8,1809.13,1801.103980655494,1832.960968795943,1817.0324747257187,7.902474725718548
TR-033842,2025-08-01,august,Dry Van,1866.1,3598.93,3643.266325928008,3696.979350889678,3670.1228384088427,71.19283840884282
TR-033843,2025-08-01,august,Flatbed,1402.6,2956.21,2981.4932925751286,2891.8254643258224,2936.6593784504757,19.550621549524294
TR-033844,2025-08-01,august,Dry Van,806.5,1653.71,1607.4424460162368,1646.640189810882,1627.0413179135594,26.66868208644064
TR-033845,2025-08-01,august,Dry Van,549.6,1171.55,1245.9334296641225,1159.1821898642825,1202.5578097642024,31.00780976420242
TR-033846,2025-08-01,august,Flatbed,1311.9,2896.69,2839.275301650411,2827.1850371987057,2833.2301694245584,63.45983057544163
TR-033847,2025-08-01,august,Dry Van,1271.3,2682.67,2617.5083568129444,2575.960864034631,2596.7346104237877,85.9353895762124
TR-033848,2025-08-01,august,Dry Van,1416.0,2852.82,2893.9564059019126,2747.327846066882,2820.6421259843974,32.17787401560281
TR-033849,2025-08-01,august,Reefer,494.2,1298.64,1254.521876007847,1221.6892446562897,1238.1055603320683,60.53443966793179
TR-033850,2025-08-01,august,Flatbed,744.8,1646.28,1673.1398920416507,1651.8714927961764,1662.5056924189134,16.225692418913468
TR-033851,2025-08-01,august,Dry Van,2205.1,4136.86,4236.909672298039,4205.847213001412,4221.378442649726,84.51844264972624
TR-033852,2025-08-01,august,Flatbed,1685.1,3533.04,3671.1274734946583,3589.214947559977,3630.1712105273177,97.13121052731776
TR-033853,2025-08-01,august,Dry Van,1819.6,3390.11,3383.047312384438,3434.372187353628,3408.7097498690327,18.59974986903262
TR-033854,2025-08-01,august,Flatbed,993.7,2165.69,2205.5075906529955,2192.7255580058404,2199.1165743294177,33.42657432941769
TR-033855,2025-08-01,august,Dry Van,1102.6,2207.7,2257.5076936795103,2173.921741620717,2215.714717650114,8.014717650114108
TR-033856,2025-08-01,august,Dry Van,1991.1,3894.65,3713.5011139193666,3866.1285598205923,3789.8148368699794,104.83516313002065
TR-033857,2025-08-01,august,Reefer,990.3,2203.67,2237.5285742134365,2176.606984989216,2207.067779601326,3.397779601325965
TR-033858,2025-08-01,august,Dry Van,840.7,1605.77,1629.0099423729919,1641.6751286128329,1635.3425354929122,29.572535492912266
TR-033859,2025-08-01,august,Reefer,2885.9,5226.07,5469.87391515688,5554.581549927685,5512.227732542282,286.15773254228225
TR-033860,2025-08-01,august,Flatbed,2992.0,5850.29,5640.581938639245,5728.639799769535,5684.61086920439,165.67913079561004
TR-033861,2025-08-01,august,Dry Van,858.3,1693.17,1690.0848811587002,1698.5290058736064,1694.3069435161533,1.1369435161532238
TR-033862,2025-08-01,august,Dry Van,2051.9,3470.83,3658.4421886777204,3802.730297247026,3730.586242962373,259.7562429623731
TR-033863,2025-08-01,august,Flatbed,2650.0,5152.02,5103.431004840743,5248.939803573146,5176.185404206944,24.165404206944004
TR-033864,2025-08-01,august,Reefer,523.3,1343.43,1278.0719958741543,1291.3017511061653,1284.6868734901598,58.743126509840295
TR-033865,2025-08-01,august,Dry Van,443.1,1038.63,1046.2413699001572,1089.572153250912,1067.9067615755346,29.276761575534465
TR-033866,2025-08-01,august,Dry Van,194.1,483.85,482.32139084885523,547.5239161182524,514.9226534835539,31.072653483553836
TR-033867,2025-08-02,august,Dry Van,1205.2,2394.85,2518.26108568115,2360.374528689862,2439.317807185506,44.46780718550599
TR-033868,2025-08-02,august,Dry Van,2997.7,5608.62,5382.485444930499,5645.518605134912,5514.002025032705,94.61797496729469
TR-033869,2025-08-02,august,Dry Van,419.4,907.17,893.1778138273405,886.9827789751591,890.0802964012498,17.089703598750134
TR-033870,2025-08-02,august,Flatbed,677.7,1593.7,1542.3203301798376,1527.8810728138114,1535.1007014968245,58.59929850317553
TR-033871,2025-08-02,august,Reefer,1365.0,3088.95,3011.9242039384294,3084.0563495487936,3047.9902767436115,40.959723256388315
TR-033872,2025-08-02,august,Dry Van,635.1,1383.73,1326.2627005668287,1322.973332146344,1324.6180163565864,59.11198364341362
TR-033873,2025-08-02,august,Flatbed,203.5,548.34,539.9167413284831,596.9417524547955,568.4292468916393,20.089246891639277
TR-033874,2025-08-02,august,Reefer,1951.3,4344.56,4183.188411148415,4252.042271284831,4217.615341216623,126.94465878337724
TR-033875,2025-08-02,august,Dry Van,398.1,926.33,880.0964675612286,905.6980088741536,892.8972382176911,33.432761782308944
TR-033876,2025-08-02,august,Dry Van,839.5,1778.67,1725.3893436383,1705.6299384713911,1715.5096410548456,63.160358945154485
TR-033877,2025-08-02,august,Dry Van,2230.6,4067.91,4203.882810319124,4065.1568542762734,4134.5198322976985,66.60983229769863
TR-033878,2025-08-02,august,Dry Van,732.2,1594.47,1586.9328059670013,1571.777961938872,1579.3553839529368,15.114616047063237
TR-033879,2025-08-02,august,Dry Van,485.3,1079.38,1075.4062181385445,1090.8795741513877,1083.142896144966,3.7628961449659073
TR-033880,2025-08-02,august,Reefer,836.5,1902.25,1910.0881380036965,1893.1645567657267,1901.6263473847116,0.6236526152883926
TR-033881,2025-08-02,august,Dry Van,347.6,804.32,777.1123380861893,809.411450300076,793.2618941931327,11.058105806867388
TR-033882,2025-08-02,august,Flatbed,195.9,524.83,508.3551322565672,536.2598619696353,522.3074971131012,2.522502886898792
TR-033883,2025-08-02,august,Flatbed,1381.6,2845.08,2946.1847815110023,2927.0011906218415,2936.592986066422,91.51298606642194
TR-033884,2025-08-02,august,Dry Van,982.8,1931.83,1898.2336013173353,1954.3703142682962,1926.3019577928158,5.528042207184171
TR-033885,2025-08-02,august,Dry Van,1991.8,3592.99,3857.8615265024523,3867.2535879224597,3862.5575572124562,269.56755721245645
TR-033886,2025-08-02,august,Flatbed,1963.7,3812.14,3839.906766416789,3878.781226230504,3859.343996323647,47.20399632364706
TR-033887,2025-08-02,august,Reefer,1791.7,3812.37,3823.219153480771,3815.332910589247,3819.276032035009,6.906032035009048
TR-033888,2025-08-02,august,Reefer,3162.4,6163.95,5927.241819540923,6100.436004731971,6013.838912136447,150.1110878635527
TR-033889,2025-08-02,august,Reefer,851.7,1908.53,1864.8352659732323,1838.8132768573355,1851.8242714152839,56.7057285847161
TR-033890,2025-08-02,august,Flatbed,840.3,1861.41,1777.0674176092286,1761.8845959897646,1769.4760067994966,91.93399320050344
TR-033891,2025-08-02,august,Dry Van,937.3,1822.01,1875.429261397765,1865.4031102679842,1870.4161858328746,48.4061858328746
TR-033892,2025-08-02,august,Reefer,1100.0,2553.25,2593.599056112016,2415.810761249132,2504.704908680574,48.545091319425865
TR-033893,2025-08-02,august,Reefer,2159.4,4532.85,4467.207093719492,4475.697271120135,4471.452182419814,61.39781758018671
TR-033894,2025-08-02,august,Flatbed,2040.0,3939.72,4053.5337617941277,4147.900141733559,4100.716951763843,160.9969517638433
TR-033895,2025-08-02,august,Dry Van,2485.7,4714.07,4715.765946611996,4854.4343115983565,4785.100129105176,71.03012910517646
TR-033896,2025-08-02,august,Dry Van,485.3,1056.64,1051.9163206289202,1065.3378775880042,1058.627099108462,1.9870991084619618
TR-033897,2025-08-02,august,Dry Van,955.8,1752.59,1839.6703552718304,1871.6232899634842,1855.6468226176573,103.05682261765742
TR-033898,2025-08-02,august,Reefer,631.9,1427.18,1431.2717821255007,1371.971476910258,1401.6216295178792,25.558370482120836
TR-033899,2025-08-02,august,Dry Van,882.7,1994.72,2029.8895165776478,1934.81891685501,1982.354216716329,12.365783283671135
TR-033900,2025-08-02,august,Flatbed,2017.7,3962.62,3729.561941764461,3951.546206009704,3840.5540738870823,122.06592611291762
TR-033901,2025-08-02,august,Flatbed,757.7,1702.25,1654.1192907157342,1628.9924339131962,1641.5558623144652,60.69413768553477
TR-033902,2025-08-02,august,Dry Van,1614.1,3031.99,3100.8079633882453,3147.0821429620155,3123.9450531751304,91.95505317513062
TR-033903,2025-08-02,august,Flatbed,698.1,1486.79,1523.761034819245,1545.2898414631727,1534.5254381412087,47.73543814120876
TR-033904,2025-08-02,august,Dry Van,931.1,1851.59,1880.6210132945462,1846.5980927192322,1863.6095530068892,12.019553006889282
TR-033905,2025-08-02,august,Reefer,2114.6,4161.02,3913.7827278180675,4272.854579031162,4093.3186534246147,67.70134657538574
TR-033906,2025-08-02,august,Dry Van,2857.1,4813.98,5000.713350888155,5060.766945338966,5030.74014811356,216.76014811356072
TR-033907,2025-08-02,august,Dry Van,356.3,803.92,791.469820871919,783.7740618749397,787.6219413734293,16.29805862657065
TR-033908,2025-08-02,august,Flatbed,653.0,1437.39,1420.9836702766618,1360.8182790690735,1390.9009746728675,46.489025327132595
TR-033909,2025-08-02,august,Reefer,1232.2,2690.82,2733.021612305499,2688.0659869737497,2710.543799639624,19.72379963962385
TR-033910,2025-08-02,august,Flatbed,1051.3,2281.95,2246.194284782008,2286.6193410939622,2266.406812937985,15.543187062015022
TR-033911,2025-08-02,august,Reefer,1126.9,2448.56,2376.3408600341168,2431.6998837525,2404.0203718933085,44.53962810669145
TR-033912,2025-08-02,august,Reefer,249.3,650.81,653.6804319104571,725.7620883118309,689.7212601111439,38.911260111143974
TR-033913,2025-08-02,august,Dry Van,1674.1,3234.68,3395.3746194089226,3302.2455368746787,3348.8100781418007,114.13007814180082
TR-033914,2025-08-02,august,Dry Van,2770.5,4871.74,5093.123797335806,5173.813213776857,5133.468505556331,261.7285055563316
TR-033915,2025-08-02,august,Dry Van,1161.7,2222.35,2311.096985391592,2242.36054707127,2276.728766231431,54.3787662314312
TR-033916,2025-08-02,august,Dry Van,520.0,1100.92,1145.9035879112882,1123.86296229259,1134.883275101939,33.96327510193896
TR-033917,2025-08-02,august,Dry Van,609.8,1394.76,1355.7320420227297,1319.620820806113,1337.6764314144214,57.08356858557863
TR-033918,2025-08-02,august,Reefer,1447.5,3205.6,3197.118223809605,3173.35264008366,3185.235431946632,20.364568053367748
TR-033919,2025-08-02,august,Flatbed,235.3,648.49,625.072292696922,653.7147808564262,639.3935367766741,9.09646322332594
TR-033920,2025-08-02,august,Flatbed,1822.2,3807.18,3786.123980794354,3840.470502555513,3813.2972416749335,6.117241674933666
TR-033921,2025-08-02,august,Dry Van,448.9,978.47,945.4872795259259,996.3791364338422,970.9332079798841,7.536792020115968
TR-033922,2025-08-02,august,Reefer,1484.3,3293.11,3292.9209555388375,3249.8439216151373,3271.3824385769876,21.727561423012503
TR-033923,2025-08-02,august,Reefer,776.1,1734.74,1712.4679806569284,1747.7223907504776,1730.095185703703,4.644814296297
TR-033924,2025-08-02,august,Reefer,872.8,1947.61,1992.2674955639225,1916.1503443494257,1954.208919956674,6.598919956674081
TR-033925,2025-08-02,august,Reefer,597.5,1559.92,1402.5057388091952,1458.8566239685165,1430.6811813888557,129.23881861114432
TR-033926,2025-08-02,august,Dry Van,878.3,1784.01,1741.883616352887,1786.355080080294,1764.1193482165904,19.890651783409567
TR-033927,2025-08-02,august,Flatbed,829.1,1771.45,1816.77173713147,1767.0320330861605,1791.9018851088153,20.451885108815304
TR-033928,2025-08-02,august,Dry Van,554.8,1171.35,1142.1595442470239,1114.8292214272294,1128.4943828371265,42.855617162873386
TR-033929,2025-08-02,august,Dry Van,89.9,252.2,222.89352078297603,341.4512566260571,282.17238870451655,29.97238870451656
TR-033930,2025-08-02,august,Reefer,918.1,2145.78,2224.6465103519326,2169.454625451541,2197.050567901737,51.27056790173674
TR-033931,2025-08-02,august,Reefer,1294.9,2912.64,2975.282615524215,2773.533270423795,2874.407942974005,38.23205702599489
TR-033932,2025-08-02,august,Dry Van,1151.2,2299.11,2341.435229172524,2275.98661436535,2308.7109217689367,9.600921768936587
TR-033933,2025-08-02,august,Dry Van,1727.0,3307.2,3451.222437428613,3406.9763097007954,3429.0993735647044,121.89937356470455
TR-033934,2025-08-02,august,Flatbed,1083.5,2475.56,2448.7493037242994,2380.4112341214714,2414.5802689228854,60.97973107711459
TR-033935,2025-08-02,august,Dry Van,2024.3,3940.26,4017.840758015184,3902.8745614141635,3960.357659714674,20.097659714673682
TR-033936,2025-08-02,august,Reefer,2994.7,5735.1,5666.531714513298,5789.932033451563,5728.23187398243,6.868126017569921
