load_id,date,fold,equipment,distance,actual_rate,lightgbm_prediction,catboost_prediction,ensemble_prediction,absolute_error
TR-033738,2025-08-01,august,Dry Van,260.0,606.35,598.2724528522481,605.1608162019611,601.7166345271046,4.633365472895434
TR-033739,2025-08-01,august,Dry Van,2071.8,3822.64,4022.7880982501733,4013.5207640524795,4018.154431151326,195.51443115132633
TR-033740,2025-08-01,august,Dry Van,336.7,830.35,809.1856377868291,829.4576064424725,819.3216221146508,11.028377885349187
TR-033741,2025-08-01,august,Dry Van,1414.8,2525.75,2699.747655364485,2720.799535849125,2710.273595606805,184.52359560680497
TR-033742,2025-08-01,august,Flatbed,1627.7,3472.54,3444.21134055162,3463.5285874557376,3453.869964003679,18.670035996321076
TR-033743,2025-08-01,august,Dry Van,1054.8,2215.04,2254.701123487719,2226.5158739358535,2240.6084987117865,25.56849871178656
TR-033744,2025-08-01,august,Reefer,2020.4,4279.06,4358.684775597125,4358.468604647922,4358.576690122523,79.51669012252296
TR-033745,2025-08-01,august,Reefer,434.7,1096.66,1098.8761237757556,1100.988880247451,1099.9325020116034,3.2725020116033647
TR-033746,2025-08-01,august,Dry Van,1047.5,2040.66,1995.7490588467488,1991.549051116579,1993.649054981664,47.01094501833609
TR-033747,2025-08-01,august,Dry Van,269.8,664.74,647.2282586931466,658.0860760360583,652.6571673646024,12.082832635397608
TR-033748,2025-08-01,august,Reefer,246.1,662.76,640.6546857748108,670.0528513183167,655.3537685465637,7.406231453436249
TR-033749,2025-08-01,august,Flatbed,931.3,2008.68,2036.3553639117397,2063.280922097592,2049.8181430046657,41.13814300466561
TR-033750,2025-08-01,august,Dry Van,1152.7,2234.64,2221.535303942632,2213.346793985878,2217.441048964255,17.198951035744813
TR-033751,2025-08-01,august,Dry Van,1329.6,2537.62,2559.6904655216636,2623.497375161988,2591.5939203418257,53.97392034182576
TR-033752,2025-08-01,august,Reefer,1906.2,4258.1,4263.742737442411,4269.230007640988,4266.4863725417,8.38637254169953
TR-033753,2025-08-01,august,Dry Van,1267.7,2474.08,2456.6997222550117,2399.2290211233903,2427.964371689201,46.11562831079891
TR-033754,2025-08-01,august,Dry Van,809.3,1809.03,1774.9874178009668,1813.274290282781,1794.130854041874,14.899145958125928
TR-033755,2025-08-01,august,Reefer,1867.8,3799.11,3974.2874095496454,3899.6857125600754,3936.9865610548604,137.8765610548603
TR-033756,2025-08-01,august,Dry Van,412.2,856.65,857.1713355456451,854.8453126005443,856.0083240730946,0.64167592690535
TR-033757,2025-08-01,august,Dry Van,1048.2,2136.44,2105.029635691872,2125.5705979585455,2115.3001168252085,21.13988317479152
TR-033758,2025-08-01,august,Dry Van,2119.4,3853.87,3892.1067081954693,3961.2390903539244,3926.6728992746966,72.80289927469676
TR-033759,2025-08-01,august,Dry Van,468.6,1090.79,1063.882517100453,1082.732596757035,1073.307556928744,17.482443071256057
TR-033760,2025-08-01,august,Reefer,2624.9,5143.64,5307.427458327641,5261.318105458526,5284.372781893084,140.73278189308348
TR-033761,2025-08-01,august,Reefer,1903.8,3967.88,3960.366719561681,3976.9614809030504,3968.664100232366,0.7841002323657449
TR-033762,2025-08-01,august,Reefer,887.5,2142.51,2114.68581153416,2101.987304492618,2108.336558013389,34.173441986611124
TR-033763,2025-08-01,august,Flatbed,1430.1,3074.49,3021.124926579882,3055.3937240438545,3038.2593253118685,36.23067468813133
TR-033764,2025-08-01,august,Reefer,1070.2,2482.57,2465.2195529183386,2484.8740367655028,2475.046794841921,7.523205158079236
TR-033765,2025-08-01,august,Dry Van,277.7,631.13,648.9821152991555,634.6669248557384,641.824520077447,10.69452007744701
TR-033766,2025-08-01,august,Reefer,1808.8,4026.23,4024.5261909419983,4084.4388380051673,4054.482514473583,28.252514473582778
TR-033767,2025-08-01,august,Dry Van,430.9,941.46,949.859212963367,948.4602693848444,949.1597411741056,7.699741174105611
TR-033768,2025-08-01,august,Dry Van,726.9,1457.24,1489.3771463537748,1503.8975557549961,1496.6373510543854,39.397351054385354
TR-033769,2025-08-01,august,Dry Van,1010.4,2057.39,2070.225107463396,2050.0410537432476,2060.133080603322,2.7430806033221415
TR-033770,2025-08-01,august,Reefer,265.3,236.48,682.4233479940268,714.3623305546698,698.3928392743483,461.91283927434824
TR-033771,2025-08-01,august,Dry Van,363.6,784.35,789.3597201273537,780.3423595047366,784.8510398160452,0.5010398160451359
TR-033772,2025-08-01,august,Dry Van,811.0,1659.97,1625.0939878171735,1662.4255028430912,1643.7597453301323,16.21025466986771
TR-033773,2025-08-01,august,Dry Van,998.4,1971.17,1948.910294991825,1960.0391594355476,1954.4747272136863,16.695272786313808
TR-033774,2025-08-01,august,Dry Van,711.5,1442.58,1433.8836030069353,1444.1877129724298,1439.0356579896825,3.5443420103174503
TR-033775,2025-08-01,august,Dry Van,1329.3,2610.45,2645.8529019239495,2608.8583729806373,2627.355637452293,16.905637452293377
TR-033776,2025-08-01,august,Flatbed,2256.5,4334.24,4401.461804685575,4380.125409470472,4390.793607078023,56.55360707802356
TR-033777,2025-08-01,august,Dry Van,2109.6,4004.31,3996.741645423925,4026.5189279668516,4011.6302866953883,7.320286695388404
TR-033778,2025-08-01,august,Reefer,1419.6,3317.04,3180.875900012775,3193.8115293288934,3187.3437146708343,129.69628532916568
TR-033779,2025-08-01,august,Dry Van,1382.7,2746.34,2796.101527632554,2735.2456669605635,2765.673597296559,19.333597296558764
TR-033780,2025-08-01,august,Reefer,615.2,1575.68,1608.689210843351,1603.2871186131551,1605.9881647282532,30.308164728253132
TR-033781,2025-08-01,august,Reefer,1638.6,3699.41,3674.4573422071303,3698.026966391998,3686.2421542995644,13.167845700435464
TR-033782,2025-08-01,august,Reefer,475.0,1220.53,1188.8335766689593,1178.455612759424,1183.6445947141915,36.885405285808474
TR-033783,2025-08-01,august,Dry Van,1446.8,2808.81,2763.4645939024044,2810.0042490247806,2786.7344214635923,22.075578536407647
TR-033784,2025-08-01,august,Reefer,278.6,780.13,746.8204132357924,758.7957813015184,752.8080972686555,27.321902731344494
TR-033785,2025-08-01,august,Dry Van,625.9,1304.64,1312.665469849833,1339.620286055398,1326.1428779526154,21.502877952615336
TR-033786,2025-08-01,august,Dry Van,943.4,1959.95,1928.1067830968993,1903.500017446792,1915.8034002718457,44.14659972815434
TR-033787,2025-08-01,august,Flatbed,193.9,539.38,545.1394129399906,574.6461928262274,559.892802883109,20.512802883108975
TR-033788,2025-08-01,august,Dry Van,2326.4,4168.16,4305.960997737054,4273.80986358732,4289.885430662187,121.72543066218714
TR-033789,2025-08-01,august,Flatbed,534.2,1257.53,1276.0442768946434,1245.0069608226,1260.5256188586218,2.9956188586218104
TR-033790,2025-08-01,august,Flatbed,138.3,400.5,379.1678191908282,416.244692339764,397.7062557652961,2.7937442347039223
TR-033791,2025-08-01,august,Dry Van,1004.2,2085.87,2147.6870792677532,2116.4488515385724,2132.067965403163,46.197965403162925
TR-033792,2025-08-01,august,Reefer,1320.8,3052.13,3037.3140875539257,2948.7814597572233,2993.0477736555745,59.082226344425635
TR-033793,2025-08-01,august,Dry Van,450.9,925.69,947.29519421358,939.5804310128437,943.4378126132119,17.747812613211863
TR-033794,2025-08-01,august,Dry Van,2083.1,3801.15,3914.0586714103915,3921.5081107830897,3917.7833910967406,116.63339109674052
TR-033795,2025-08-01,august,Reefer,911.2,2124.89,2151.2539233650655,2105.925076410525,2128.5894998877952,3.699499887795355
TR-033796,2025-08-01,august,Dry Van,2131.1,3882.94,3922.0507551314577,3877.4117093812574,3899.7312322563575,16.79123225635749
TR-033797,2025-08-01,august,Flatbed,469.7,1166.72,1163.1092609573445,1150.3013199409988,1156.7052904491716,10.014709550828456
TR-033798,2025-08-01,august,Flatbed,1410.4,3282.16,3066.514499786416,3132.6830150499054,3099.598757418161,182.561242581839
TR-033799,2025-08-01,august,Flatbed,981.6,2234.9,2202.5648393994766,2234.9324094542008,2218.7486244268384,16.15137557316166
TR-033800,2025-08-01,august,Dry Van,633.6,1326.02,1275.6194411394827,1282.7085548460377,1279.1639979927602,46.856002007239795
TR-033801,2025-08-01,august,Flatbed,383.8,920.2,949.6539222711809,939.9839450247453,944.8189336479631,24.618933647963104
TR-033802,2025-08-01,august,Reefer,1947.9,3944.93,4051.9099957713147,4057.284118734715,4054.597057253015,109.66705725301517
TR-033803,2025-08-01,august,Dry Van,2599.8,4835.29,4883.101177889154,4854.733061550115,4868.917119719635,33.62711971963472
TR-033804,2025-08-01,august,Dry Van,1143.9,2202.97,2242.508675881273,2245.0333750158397,2243.7710254485564,40.80102544855663
TR-033805,2025-08-01,august,Dry Van,1643.0,2969.53,3047.958791380859,2963.0737677249067,3005.516279552883,35.986279552882934
TR-033806,2025-08-01,august,Flatbed,1943.9,4057.04,4112.322261421533,4176.485611718394,4144.403936569963,87.36393656996279
TR-033807,2025-08-01,august,Reefer,2333.2,4766.29,4890.513112996006,4819.284790046471,4854.898951521239,88.60895152123885
TR-033808,2025-08-01,august,Dry Van,566.1,1229.96,1247.4007996216535,1278.7327288597116,1263.0667642406825,33.10676424068242
TR-033809,2025-08-01,august,Reefer,952.1,2260.24,2186.186154596502,2177.539644428134,2181.862899512318,78.37710048768167
TR-033810,2025-08-01,august,Dry Van,2040.7,3841.99,3946.845203152648,3909.296666822759,3928.0709349877034,86.08093498770359
TR-033811,2025-08-01,august,Dry Van,782.5,1660.14,1708.9722263538977,1699.4576634206783,1704.2149448872879,44.07494488728776
TR-033812,2025-08-01,august,Dry Van,1658.9,3193.75,3276.130261607335,3259.673399839113,3267.9018307232236,74.15183072322361
TR-033813,2025-08-01,august,Dry Van,447.9,1044.84,1046.1739465165554,1049.116035363702,1047.6449909401285,2.8049909401286186
TR-033814,2025-08-01,august,Dry Van,888.1,1907.25,1901.234335033885,1916.030700041423,1908.632517537654,1.3825175376539391
TR-033815,2025-08-01,august,Dry Van,1624.1,3001.06,3040.7890380934755,3087.8322116229097,3064.3106248581926,63.25062485819262
TR-033816,2025-08-01,august,Reefer,1166.8,2686.58,2675.5806791088658,2667.9775073592855,2671.779093234076,14.800906765924083
TR-033817,2025-08-01,august,Dry Van,1027.4,2140.85,2108.9690728525306,2115.4960337744433,2112.232553313487,28.61744668651272
TR-033818,2025-08-01,august,Dry Van,2008.8,3702.88,3764.167364824784,3751.1950453035715,3757.6812050641774,54.80120506417734
TR-033819,2025-08-01,august,Dry Van,769.5,1658.17,1634.0026486798263,1691.1711825752056,1662.586915627516,4.416915627515891
TR-033820,2025-08-01,august,Reefer,796.4,1855.63,1901.4118958084125,1836.3606515840124,1868.8862736962124,13.256273696212247
TR-033821,2025-08-01,august,Dry Van,257.4,648.19,648.4703694627591,658.7147870267399,653.5925782447496,5.40257824474952
TR-033822,2025-08-01,august,Dry Van,260.9,625.72,653.0381368096239,650.8206009469263,651.9293688782751,26.209368878275086
TR-033823,2025-08-01,august,Dry Van,329.7,772.01,755.5196898740008,773.9625713398223,764.7411306069116,7.26886939308838
TR-033824,2025-08-01,august,Reefer,1734.8,3827.0,3821.0093118941963,3848.8320163160543,3834.920664105125,7.92066410512507
TR-033825,2025-08-01,august,Reefer,2012.2,4059.57,4174.515417026687,4196.074777196251,4185.295097111469,125.72509711146859
TR-033826,2025-08-01,august,Flatbed,1168.2,2568.67,2613.7386326687415,2617.5821554438808,2615.660394056311,46.99039405631083
TR-033827,2025-08-01,august,Reefer,1023.1,2463.37,2428.3444427059317,2447.326004872299,2437.8352237891154,25.534776210884502
TR-033828,2025-08-01,august,Dry Van,919.3,1930.71,1861.4331110471787,1859.6747434870304,1860.5539272671044,70.15607273289561
TR-033829,2025-08-01,august,Dry Van,1146.9,2334.52,2363.600449632504,2349.696437660877,2356.648443646691,22.128443646690812
TR-033830,2025-08-01,august,Flatbed,1274.0,2795.59,2795.027476595716,2730.950311292061,2762.988893943889,32.60110605611135
TR-033831,2025-08-01,august,Reefer,1404.2,3130.89,3020.5606043930097,3037.749062641503,3029.1548335172565,101.73516648274335
TR-033832,2025-08-01,august,Dry Van,1627.7,3156.54,3231.799596683716,3170.773179509557,3201.2863880966365,44.746388096636565
TR-033833,2025-08-01,august,Dry Van,571.4,1141.69,1161.870297027416,1153.448512408162,1157.6594047177891,15.969404717789075
TR-033834,2025-08-01,august,Reefer,1620.4,3477.96,3522.0621322733614,3514.608317352261,3518.3352248128112,40.37522481281121
TR-033835,2025-08-01,august,Reefer,702.0,1699.01,1741.06694218771,1743.5024590679807,1742.2847006278453,43.27470062784528
TR-033836,2025-08-01,august,Flatbed,2198.6,4584.03,4425.836661041234,4447.804391090331,4436.820526065782,147.20947393421739
TR-033837,2025-08-01,august,Flatbed,1869.4,3884.75,3986.6733325573146,3925.8701807721854,3956.27175666475,71.52175666474977
TR-033838,2025-08-01,august,Dry Van,366.6,804.18,810.3672980825647,818.4921459414722,814.4297220120185,10.249722012018537
TR-033839,2025-08-01,august,Dry Van,665.9,1414.94,1399.5682299659652,1423.4183714199773,1411.4933006929714,3.4466993070286662
TR-033840,2025-08-01,august,Reefer,589.7,1383.98,1363.2718705390362,1370.8491050901698,1367.060487814603,16.919512185397025
TR-033841,2025-08-01,august,Reefer,759.8,1809.13,1848.603056521253,1842.3441110376789,1845.473583779466,36.34358377946592
TR-033842,2025-08-01,august,Dry Van,1866.1,3598.93,3674.3774613744545,3626.751918326067,3650.564689850261,51.63468985026111
TR-033843,2025-08-01,august,Flatbed,1402.6,2956.21,2957.3295423050113,2985.7820342669147,2971.555788285963,15.345788285962954
TR-033844,2025-08-01,august,Dry Van,806.5,1653.71,1650.0356744838668,1706.5332676681523,1678.2844710760096,24.57447107600956
TR-033845,2025-08-01,august,Dry Van,549.6,1171.55,1157.065924355443,1164.9133336626523,1160.9896290090478,10.560370990952151
TR-033846,2025-08-01,august,Flatbed,1311.9,2896.69,2820.5926677968064,2840.1403598951365,2830.3665138459714,66.32348615402861
TR-033847,2025-08-01,august,Dry Van,1271.3,2682.67,2615.351295505052,2594.1430424813193,2604.7471689931854,77.9228310068147
TR-033848,2025-08-01,august,Dry Van,1416.0,2852.82,2778.560967252721,2773.357738745329,2775.959352999025,76.86064700097495
TR-033849,2025-08-01,august,Reefer,494.2,1298.64,1244.8443840318303,1254.424132235181,1249.6342581335057,49.00574186649442
TR-033850,2025-08-01,august,Flatbed,744.8,1646.28,1649.0876139438938,1610.0093736838783,1629.5484938138861,16.731506186113847
TR-033851,2025-08-01,august,Dry Van,2205.1,4136.86,4079.3603132968933,4055.9749729731116,4067.6676431350024,69.19235686499724
TR-033852,2025-08-01,august,Flatbed,1685.1,3533.04,3602.5427644977326,3583.7742925651514,3593.1585285314422,60.11852853144228
TR-033853,2025-08-01,august,Dry Van,1819.6,3390.11,3434.1024612896954,3447.8424745785696,3440.9724679341325,50.86246793413238
TR-033854,2025-08-01,august,Flatbed,993.7,2165.69,2185.75899349411,2229.0401416262075,2207.399567560159,41.70956756015903
TR-033855,2025-08-01,august,Dry Van,1102.6,2207.7,2308.5392838150237,2176.6260773738004,2242.582680594412,34.88268059441225
TR-033856,2025-08-01,august,Dry Van,1991.1,3894.65,3868.297863484454,3901.3152806806775,3884.8065720825657,9.843427917434383
TR-033857,2025-08-01,august,Reefer,990.3,2203.67,2211.7041284005204,2215.6183875258025,2213.6612579631615,9.991257963161388
TR-033858,2025-08-01,august,Dry Van,840.7,1605.77,1648.2835087520805,1618.737317592834,1633.5104131724572,27.740413172457238
TR-033859,2025-08-01,august,Reefer,2885.9,5226.07,5463.1699809384345,5535.034278559082,5499.102129748759,273.03212974875896
TR-033860,2025-08-01,august,Flatbed,2992.0,5850.29,5750.067933259636,5791.0306170573585,5770.549275158497,79.74072484150292
TR-033861,2025-08-01,august,Dry Van,858.3,1693.17,1694.4642447249635,1678.021739014096,1686.2429918695298,6.927008130470313
TR-033862,2025-08-01,august,Dry Van,2051.9,3470.83,3723.290392504174,3652.257875541527,3687.7741340228504,216.94413402285045
TR-033863,2025-08-01,august,Flatbed,2650.0,5152.02,5169.678886339659,5164.250318416957,5166.964602378308,14.944602378307536
TR-033864,2025-08-01,august,Reefer,523.3,1343.43,1336.1312606122683,1339.5472512065496,1337.839255909409,5.590744090590988
TR-033865,2025-08-01,august,Dry Van,443.1,1038.63,1056.7981283115228,1038.4127228187285,1047.6054255651256,8.975425565125533
TR-033866,2025-08-01,august,Dry Van,194.1,483.85,481.7746884748555,516.4519644844545,499.11332647965503,15.263326479655007
TR-033867,2025-08-02,august,Dry Van,1205.2,2394.85,2462.555513701627,2372.518171281538,2417.5368424915823,22.68684249158241
TR-033868,2025-08-02,august,Dry Van,2997.7,5608.62,5436.01223088865,5486.429935811906,5461.221083350278,147.3989166497222
TR-033869,2025-08-02,august,Dry Van,419.4,907.17,886.653040030788,885.5251751616295,886.0891075962088,21.080892403791154
TR-033870,2025-08-02,august,Flatbed,677.7,1593.7,1570.641954430952,1538.3741002349211,1554.5080273329365,39.19197266706351
TR-033871,2025-08-02,august,Reefer,1365.0,3088.95,3033.6431232748437,3046.5381861196356,3040.0906546972396,48.859345302760175
TR-033872,2025-08-02,august,Dry Van,635.1,1383.73,1359.7624578921798,1352.1723478952965,1355.9674028937382,27.762597106261865
TR-033873,2025-08-02,august,Flatbed,203.5,548.34,540.4683234664595,538.7513616316701,539.6098425490648,8.73015745093528
TR-033874,2025-08-02,august,Reefer,1951.3,4344.56,4318.719843852675,4297.063325201135,4307.891584526905,36.66841547309559
TR-033875,2025-08-02,august,Dry Van,398.1,926.33,879.9162818474231,902.5678979840015,891.2420899157123,35.08791008428773
TR-033876,2025-08-02,august,Dry Van,839.5,1778.67,1736.7610404300376,1723.961533039095,1730.3612867345664,48.30871326543365
TR-033877,2025-08-02,august,Dry Van,2230.6,4067.91,4170.1854680764545,4093.9454756561913,4132.065471866323,64.15547186632284
TR-033878,2025-08-02,august,Dry Van,732.2,1594.47,1553.6037410952806,1598.7540284403572,1576.178884767819,18.291115232181028
TR-033879,2025-08-02,august,Dry Van,485.3,1079.38,1080.4551927199163,1070.1490745782721,1075.3021336490942,4.077866350905879
TR-033880,2025-08-02,august,Reefer,836.5,1902.25,1959.329969659727,1891.4046502096808,1925.3673099347038,23.117309934703826
TR-033881,2025-08-02,august,Dry Van,347.6,804.32,805.5395311325826,780.5226226306102,793.0310768815964,11.288923118403659
TR-033882,2025-08-02,august,Flatbed,195.9,524.83,503.4993980914707,547.8750201839498,525.6872091377103,0.8572091377102424
TR-033883,2025-08-02,august,Flatbed,1381.6,2845.08,2891.144545843792,2981.312467000365,2936.2285064220787,91.14850642207875
TR-033884,2025-08-02,august,Dry Van,982.8,1931.83,1956.9596007395621,1920.098158584461,1938.5288796620116,6.698879662011677
TR-033885,2025-08-02,august,Dry Van,1991.8,3592.99,3739.702432796079,3743.3174932617508,3741.509963028915,148.5199630289153
TR-033886,2025-08-02,august,Flatbed,1963.7,3812.14,3900.5186723187594,3863.650575322411,3882.084623820585,69.9446238205851
TR-033887,2025-08-02,august,Reefer,1791.7,3812.37,3899.3469742792117,3815.1509331646985,3857.2489537219553,44.87895372195544
TR-033888,2025-08-02,august,Reefer,3162.4,6163.95,6048.966689416535,5974.9810236936355,6011.973856555085,151.97614344491467
TR-033889,2025-08-02,august,Reefer,851.7,1908.53,1952.3022676987794,1924.8350728529144,1938.568670275847,30.038670275846926
TR-033890,2025-08-02,august,Flatbed,840.3,1861.41,1806.6037847862597,1811.9502737956625,1809.277029290961,52.132970709039
TR-033891,2025-08-02,august,Dry Van,937.3,1822.01,1880.9570756842988,1847.9734061457912,1864.465240915045,42.4552409150449
TR-033892,2025-08-02,august,Reefer,1100.0,2553.25,2613.8479424846273,2578.676914015798,2596.262428250213,43.012428250212906
TR-033893,2025-08-02,august,Reefer,2159.4,4532.85,4500.8805097384065,4470.596300680227,4485.738405209317,47.11159479068374
TR-033894,2025-08-02,august,Flatbed,2040.0,3939.72,4128.75760560257,4090.241728318369,4109.49966696047,169.77966696046997
TR-033895,2025-08-02,august,Dry Van,2485.7,4714.07,4739.353850198234,4686.002086302564,4712.677968250398,1.3920317496013013
TR-033896,2025-08-02,august,Dry Van,485.3,1056.64,1050.6283083828569,1035.984479492206,1043.3063939375315,13.333606062468562
TR-033897,2025-08-02,august,Dry Van,955.8,1752.59,1824.9573973550685,1821.0950150419683,1823.0262061985184,70.43620619851845
TR-033898,2025-08-02,august,Reefer,631.9,1427.18,1471.6287146866487,1425.6969083301854,1448.662811508417,21.482811508416944
TR-033899,2025-08-02,august,Dry Van,882.7,1994.72,1947.152847895946,1899.6812670346662,1923.4170574653062,71.30294253469378
TR-033900,2025-08-02,august,Flatbed,2017.7,3962.62,3985.692127136575,3949.1768228499714,3967.4344749932734,4.814474993273507
TR-033901,2025-08-02,august,Flatbed,757.7,1702.25,1668.169356867934,1712.219537980254,1690.194447424094,12.05555257590595
TR-033902,2025-08-02,august,Dry Van,1614.1,3031.99,3058.1848397368003,3069.571340281882,3063.878090009341,31.88809000934134
TR-033903,2025-08-02,august,Flatbed,698.1,1486.79,1519.0934740920459,1514.3676980922771,1516.7305860921615,29.94058609216154
TR-033904,2025-08-02,august,Dry Van,931.1,1851.59,1866.6331731488292,1866.3438425590145,1866.4885078539219,14.898507853921956
TR-033905,2025-08-02,august,Reefer,2114.6,4161.02,4219.716354657058,4269.294915718506,4244.505635187782,83.48563518778155
TR-033906,2025-08-02,august,Dry Van,2857.1,4813.98,5063.376362398737,4922.918469415597,4993.147415907168,179.1674159071681
TR-033907,2025-08-02,august,Dry Van,356.3,803.92,800.6316106232288,784.5919295282897,792.6117700757593,11.308229924240663
TR-033908,2025-08-02,august,Flatbed,653.0,1437.39,1427.55117954989,1447.5220965663889,1437.5366380581395,0.1466380581393878
TR-033909,2025-08-02,august,Reefer,1232.2,2690.82,2781.938004520131,2732.971104726511,2757.454554623321,66.63455462332104
TR-033910,2025-08-02,august,Flatbed,1051.3,2281.95,2336.6151577946184,2272.0943817953666,2304.3547697949925,22.404769794992717
TR-033911,2025-08-02,august,Reefer,1126.9,2448.56,2538.519997303739,2506.08728280719,2522.3036400554647,73.74364005546477
TR-033912,2025-08-02,august,Reefer,249.3,650.81,670.5803570097444,670.4397154849337,670.510036247339,19.700036247339085
TR-033913,2025-08-02,august,Dry Van,1674.1,3234.68,3332.927078248021,3343.5747681120583,3338.2509231800395,103.5709231800397
TR-033914,2025-08-02,august,Dry Van,2770.5,4871.74,5141.033660542525,5122.23743586101,5131.635548201768,259.8955482017682
TR-033915,2025-08-02,august,Dry Van,1161.7,2222.35,2254.579188300139,2184.379863006415,2219.479525653277,2.870474346722858
TR-033916,2025-08-02,august,Dry Van,520.0,1100.92,1131.7488554728243,1153.1435136198895,1142.446184546357,41.526184546356944
TR-033917,2025-08-02,august,Dry Van,609.8,1394.76,1343.7641218571782,1336.6475862699212,1340.2058540635499,54.55414593645014
TR-033918,2025-08-02,august,Reefer,1447.5,3205.6,3274.6072276035084,3329.175221310833,3301.8912244571707,96.29122445717076
TR-033919,2025-08-02,august,Flatbed,235.3,648.49,645.3569867737671,645.8709605271779,645.6139736504724,2.876026349527592
TR-033920,2025-08-02,august,Flatbed,1822.2,3807.18,3786.6411521316304,3858.3830517990564,3822.5121019653434,15.332101965343554
TR-033921,2025-08-02,august,Dry Van,448.9,978.47,976.8500943933083,959.5516221106775,968.2008582519929,10.269141748007087
TR-033922,2025-08-02,august,Reefer,1484.3,3293.11,3335.750054080376,3283.938994353473,3309.8445242169246,16.734524216924456
TR-033923,2025-08-02,august,Reefer,776.1,1734.74,1722.1766777829685,1707.1921893050196,1714.6844335439941,20.055566456005863
TR-033924,2025-08-02,august,Reefer,872.8,1947.61,2010.3696094998145,1976.7921422411143,1993.5808758704643,45.9708758704644
TR-033925,2025-08-02,august,Reefer,597.5,1559.92,1505.4343937057138,1512.1704634602904,1508.802428583002,51.11757141699809
TR-033926,2025-08-02,august,Dry Van,878.3,1784.01,1777.999326981465,1808.8372897107054,1793.4183083460853,9.408308346085278
TR-033927,2025-08-02,august,Flatbed,829.1,1771.45,1761.4969620175484,1758.460304598617,1759.9786333080829,11.471366691917183
TR-033928,2025-08-02,august,Dry Van,554.8,1171.35,1165.3942361426082,1160.5641666697516,1162.97920140618,8.370798593819927
TR-033929,2025-08-02,august,Dry Van,89.9,252.2,240.74068253664058,254.03667107656565,247.38867680660312,4.811323193396873
TR-033930,2025-08-02,august,Reefer,918.1,2145.78,2212.551236434968,2182.5475517023924,2197.54939406868,51.76939406867996
TR-033931,2025-08-02,august,Reefer,1294.9,2912.64,2876.888525306127,2917.513881940881,2897.201203623504,15.438796376495702
TR-033932,2025-08-02,august,Dry Van,1151.2,2299.11,2315.677594743502,2321.81060149867,2318.744098121086,19.634098121086026
TR-033933,2025-08-02,august,Dry Van,1727.0,3307.2,3421.0859360871636,3404.9608008908663,3413.023368489015,105.82336848901514
TR-033934,2025-08-02,august,Flatbed,1083.5,2475.56,2514.4448815104283,2502.702012002265,2508.5734467563466,33.01344675634664
TR-033935,2025-08-02,august,Dry Van,2024.3,3940.26,3878.9633166436615,3927.1171756796184,3903.04024616164,37.21975383836025
TR-033936,2025-08-02,august,Reefer,2994.7,5735.1,5861.224878168145,5681.67988825552,5771.452383211832,36.35238321183169
