load_id,date,fold,equipment,distance,actual_rate,lightgbm_prediction,catboost_prediction,ensemble_prediction,absolute_error
TR-038565,2025-09-01,september,Reefer,238.6,676.22,668.2514268667304,726.5509819548336,697.4012044107819,21.181204410781902
TR-038566,2025-09-01,september,Reefer,862.1,1951.88,1915.4365295138934,1963.7193456655837,1939.5779375897387,12.302062410261442
TR-038567,2025-09-01,september,Dry Van,1896.1,3434.23,3523.0080557453607,3440.039814536221,3481.523935140791,47.293935140790836
TR-038568,2025-09-01,september,Dry Van,1816.8,3250.49,3164.567531976584,3245.819060040605,3205.1932960085946,45.29670399140514
TR-038569,2025-09-01,september,Dry Van,463.7,985.7,1006.0622878838003,999.9568616431393,1003.0095747634698,17.309574763469755
TR-038570,2025-09-01,september,Dry Van,442.6,977.59,953.7730478550333,984.5035558752395,969.1383018651363,8.451698134863705
TR-038571,2025-09-01,september,Reefer,1341.7,2811.5,2786.2521007366454,2758.1434581700123,2772.1977794533286,39.30222054667138
TR-038572,2025-09-01,september,Dry Van,1173.7,2379.08,2381.6040427276425,2376.5948529208154,2379.099447824229,0.01944782422924618
TR-038573,2025-09-01,september,Reefer,1672.3,3669.98,3551.4227207084464,3623.103096527056,3587.2629086177512,82.71709138224878
TR-038574,2025-09-01,september,Flatbed,533.8,1300.57,1245.0245085249508,1223.0862693536,1234.0553889392754,66.51461106072452
TR-038575,2025-09-01,september,Dry Van,2420.0,4301.88,4297.360548495943,4136.866215269425,4217.113381882684,84.76661811731628
TR-038576,2025-09-01,september,Reefer,909.5,1931.02,1938.3331700000992,1901.6242323572255,1919.9787011786625,11.041298821337477
TR-038577,2025-09-01,september,Reefer,987.5,2258.98,2248.0549040612786,2232.7680741096838,2240.411489085481,18.56851091451881
TR-038578,2025-09-01,september,Dry Van,1013.8,1985.68,2007.6069407337507,1997.8129647807375,2002.709952757244,17.02995275724402
TR-038579,2025-09-01,september,Dry Van,1578.1,2990.87,2964.8059638320947,2987.0453084740643,2975.9256361530797,14.944363846920169
TR-038580,2025-09-01,september,Dry Van,586.7,1255.91,1254.985314045689,1288.3131737726922,1271.6492439091905,15.739243909190463
TR-038581,2025-09-01,september,Dry Van,2051.4,3678.91,3654.1062534442704,3667.6830207707717,3660.894637107521,18.01536289247906
TR-038582,2025-09-01,september,Reefer,828.5,1959.31,1985.418335590417,1968.7538317689398,1977.0860836796783,17.776083679678322
TR-038583,2025-09-01,september,Reefer,1444.1,3101.21,3006.167579546057,3067.8253849617813,3036.996482253919,64.21351774608092
TR-038584,2025-09-01,september,Flatbed,2426.8,4804.71,4629.535719170621,4648.979294573377,4639.257506871999,165.45249312800115
TR-038585,2025-09-01,september,Dry Van,816.2,1797.48,1781.6115148233675,1724.027655246437,1752.8195850349023,44.66041496509774
TR-038586,2025-09-01,september,Dry Van,2006.2,3816.99,3885.545326155363,3798.982314081702,3842.2638201185327,25.273820118532967
TR-038587,2025-09-01,september,Dry Van,945.9,1758.12,1810.1137982325859,1818.7187698419998,1814.4162840372928,56.296284037292935
TR-038588,2025-09-01,september,Dry Van,980.1,1932.73,2013.5093793502117,2007.1526826202191,2010.3310309852154,77.6010309852154
TR-038589,2025-09-01,september,Dry Van,1369.8,2559.65,2674.2852310064827,2603.352105026965,2638.8186680167237,79.16866801672359
TR-038590,2025-09-01,september,Flatbed,3029.1,5774.35,5625.750069068965,5705.353601483152,5665.551835276058,108.79816472394214
TR-038591,2025-09-01,september,Flatbed,365.7,170.36,909.7923762675464,886.329884727148,898.0611304973472,727.7011304973472
TR-038592,2025-09-01,september,Flatbed,368.0,903.41,915.0376463402273,926.5631139363813,920.8003801383043,17.390380138304295
TR-038593,2025-09-01,september,Reefer,1852.2,4025.92,3956.670257885364,3940.722431954151,3948.6963449197574,77.22365508024268
TR-038594,2025-09-01,september,Reefer,1435.3,2995.32,2954.0185060719614,2952.7789858632004,2953.398745967581,41.921254032419256
TR-038595,2025-09-01,september,Dry Van,233.7,625.19,599.8250057380136,663.1196921411188,631.4723489395662,6.282348939566191
TR-038596,2025-09-01,september,Dry Van,769.8,1603.62,1575.0162645352918,1560.5142299874105,1567.7652472613513,35.854752738648585
TR-038597,2025-09-01,september,Dry Van,1088.7,2282.16,2265.506017095697,2203.2465255570637,2234.3762713263804,47.78372867361941
TR-038598,2025-09-01,september,Dry Van,1026.5,2156.07,2170.52765968709,2112.839060451262,2141.683360069176,14.386639930824003
TR-038599,2025-09-01,september,Reefer,2093.5,4271.25,4172.022642885417,4244.495523236774,4208.259083061095,62.990916938904775
TR-038600,2025-09-01,september,Reefer,462.2,1208.44,1204.956737039974,1206.7912904788,1205.874013759387,2.5659862406130287
TR-038601,2025-09-01,september,Flatbed,520.0,1359.2,1368.4881423753086,1305.8014493025212,1337.144795838915,22.055204161085157
TR-038602,2025-09-01,september,Dry Van,2670.9,4943.0,4768.592837356305,4707.973439292826,4738.283138324565,204.7168616754352
TR-038603,2025-09-01,september,Reefer,474.7,1211.88,1173.6890326528048,1170.615395373671,1172.1522140132379,39.72778598676223
TR-038604,2025-09-01,september,Dry Van,2164.1,4176.25,4088.5407348652016,4125.561001136659,4107.05086800093,69.19913199907023
TR-038605,2025-09-01,september,Reefer,781.7,1783.92,1834.002561947144,1762.2504277262065,1798.1264948366752,14.20649483667512
TR-038606,2025-09-01,september,Flatbed,1971.5,4093.8,4051.889644966673,4081.631498880512,4066.7605719235926,27.039428076407603
TR-038607,2025-09-01,september,Flatbed,493.1,1170.43,1159.2204101190355,1161.932808004027,1160.5766090615311,9.85339093846892
TR-038608,2025-09-01,september,Dry Van,702.8,1531.76,1512.4431314031128,1525.6485935117469,1519.0458624574298,12.714137542570143
TR-038609,2025-09-01,september,Reefer,1416.9,3029.69,2978.7594080223603,2984.8943368125874,2981.826872417474,47.863127582525976
TR-038610,2025-09-01,september,Dry Van,973.7,1823.43,1916.0289503553429,1917.2842385219476,1916.6565944386452,93.22659443864518
TR-038611,2025-09-01,september,Reefer,1625.7,3550.19,3447.1088589902456,3573.4645508713475,3510.2867049307965,39.90329506920352
TR-038612,2025-09-01,september,Flatbed,1476.1,3088.61,2973.959695620508,3122.808124474521,3048.3839100475143,40.226089952485836
TR-038613,2025-09-01,september,Reefer,1173.0,2651.65,2575.0388225953593,2652.4778226974922,2613.7583226464258,37.89167735357432
TR-038614,2025-09-01,september,Flatbed,282.2,697.21,694.5095305895932,706.558489382589,700.5340099860911,3.3240099860910277
TR-038615,2025-09-01,september,Flatbed,2328.5,4672.93,4507.908217094041,4572.21550639682,4540.061861745431,132.8681382545692
TR-038616,2025-09-01,september,Dry Van,2320.1,4100.58,4079.1291444960734,4038.443256389631,4058.7862004428525,41.793799557147395
TR-038617,2025-09-01,september,Dry Van,1416.2,2638.3,2694.876383563561,2707.6134552642925,2701.2449194139267,62.94491941392653
TR-038618,2025-09-01,september,Dry Van,1972.8,3906.01,3866.911738838124,3825.6731695772432,3846.2924542076835,59.71754579231674
TR-038619,2025-09-01,september,Flatbed,799.3,1650.6,1645.5299132731782,1632.6789653585506,1639.1044393158645,11.495560684135398
TR-038620,2025-09-01,september,Dry Van,818.9,1660.7,1672.0727558509313,1664.410912852487,1668.2418343517093,7.541834351709213
TR-038621,2025-09-01,september,Dry Van,473.2,1080.36,1081.9881651345843,1056.2243703828192,1069.1062677587017,11.253732241298167
TR-038622,2025-09-01,september,Reefer,2035.9,4108.95,4093.0054467067225,4116.020342502308,4104.512894604515,4.43710539548465
TR-038623,2025-09-01,september,Dry Van,916.7,1846.81,1868.951031255577,1851.5230799008664,1860.2370555782218,13.427055578221825
TR-038624,2025-09-01,september,Flatbed,945.5,2020.1,1974.9292690857671,1981.8817325951225,1978.4055008404448,41.69449915955511
TR-038625,2025-09-01,september,Dry Van,1356.3,2581.57,2633.398399778224,2569.776124023251,2601.5872619007378,20.017261900737594
TR-038626,2025-09-01,september,Flatbed,612.1,1384.61,1387.382136126623,1356.5891197275237,1371.9856279270734,12.624372072926462
TR-038627,2025-09-01,september,Flatbed,296.8,831.27,807.5681723363821,814.9205073312742,811.2443398338281,20.02566016617186
TR-038628,2025-09-01,september,Flatbed,453.6,1132.05,1179.9308480716907,1146.7752028765285,1163.3530254741095,31.303025474109518
TR-038629,2025-09-01,september,Reefer,969.4,2231.06,2209.844887354509,2239.4598488649804,2224.6523681097447,6.4076318902552885
TR-038630,2025-09-01,september,Reefer,2204.0,4629.23,4386.606199683852,4536.842773622362,4461.724486653107,167.50551334689226
TR-038631,2025-09-01,september,Reefer,2419.3,5099.24,4929.7833640165945,4970.022937002891,4949.903150509743,149.336849490257
TR-038632,2025-09-01,september,Dry Van,2923.7,4975.45,5107.60088246166,4988.910622505158,5048.255752483409,72.80575248340938
TR-038633,2025-09-01,september,Dry Van,459.7,1064.92,1044.9205534430378,1029.3806203882204,1037.150586915629,27.76941308437108
TR-038634,2025-09-01,september,Reefer,200.4,597.28,581.5574625960675,661.1532972402963,621.3553799181818,24.075379918181852
TR-038635,2025-09-02,september,Reefer,2211.2,4595.4,4476.083632353331,4531.266225491317,4503.674928922324,91.72507107767524
TR-038636,2025-09-02,september,Dry Van,1864.5,3621.16,3692.415919524579,3655.9381350902086,3674.1770273073935,53.01702730739362
TR-038637,2025-09-02,september,Dry Van,2064.0,3845.42,3875.8170431431226,3830.7865089583147,3853.3017760507187,7.881776050718599
TR-038638,2025-09-02,september,Dry Van,465.3,1036.45,1034.0035978802428,1045.9898545318727,1039.9967262060577,3.546726206057656
TR-038639,2025-09-02,september,Dry Van,190.5,537.66,524.4820373346986,562.2811758934806,543.3816066140896,5.721606614089637
TR-038640,2025-09-02,september,Dry Van,1112.2,2250.41,2243.899330391505,2229.96095899058,2236.930144691042,13.479855308957667
TR-038641,2025-09-02,september,Dry Van,711.5,1496.94,1502.56268367818,1517.0582355751112,1509.8104596266458,12.870459626645697
TR-038642,2025-09-02,september,Dry Van,1218.9,2435.72,2491.2752840987587,2427.475747637703,2459.3755158682307,23.65551586823085
TR-038643,2025-09-02,september,Flatbed,3119.2,6323.82,5937.310330784737,6208.626461777853,6072.968396281295,250.8516037187046
TR-038644,2025-09-02,september,Flatbed,835.3,1820.96,1818.853459421556,1821.1126291438113,1819.9830442826837,0.9769557173162866
TR-038645,2025-09-02,september,Flatbed,740.1,1755.11,1746.4503042577435,1749.6776422066168,1748.0639732321802,7.04602676781974
TR-038646,2025-09-02,september,Reefer,422.1,1069.87,1078.145970658176,1064.3259430482294,1071.2359568532029,1.365956853202988
TR-038647,2025-09-02,september,Flatbed,1350.3,2949.22,2827.666148170106,2835.60812934813,2831.637138759118,117.58286124088181
TR-038648,2025-09-02,september,Dry Van,1220.8,2536.23,2514.036665802929,2518.741605389514,2516.3891355962214,19.840864403778596
TR-038649,2025-09-02,september,Dry Van,918.8,1919.59,1876.918791379545,1889.5953206470326,1883.2570560132888,36.33294398671114
TR-038650,2025-09-02,september,Dry Van,2801.3,4617.91,4693.654784897593,4693.031190414896,4693.342987656244,75.43298765624422
TR-038651,2025-09-02,september,Dry Van,571.0,1258.57,1240.4470684514235,1223.5088278349494,1231.9779481431865,26.59205185681344
TR-038652,2025-09-02,september,Reefer,528.7,1433.77,1464.25254210022,1380.2478177172356,1422.2501799087277,11.519820091272322
TR-038653,2025-09-02,september,Dry Van,2055.1,3736.23,3820.8786429310017,3841.4468615643304,3831.162752247666,94.93275224766603
TR-038654,2025-09-02,september,Flatbed,835.5,1727.75,1721.5627153697553,1713.6585335377567,1717.610624453756,10.139375546244082
TR-038655,2025-09-02,september,Dry Van,276.0,624.33,641.7551230174255,612.4084189301061,627.0817709737657,2.7517709737657015
TR-038656,2025-09-02,september,Dry Van,616.2,1272.52,1291.8882032198867,1302.7386792203213,1297.3134412201039,24.793441220103887
TR-038657,2025-09-02,september,Dry Van,924.6,2012.09,1976.018772859104,1962.0807866292791,1969.0497797441917,43.04022025580821
TR-038658,2025-09-02,september,Dry Van,287.2,707.77,683.354442889393,719.6237271053121,701.4890849973526,6.280915002647362
TR-038659,2025-09-02,september,Flatbed,1698.2,3591.23,3402.1550231293395,3409.739371211488,3405.947197170414,185.28280282958622
TR-038660,2025-09-02,september,Dry Van,237.2,555.34,550.393233304706,530.8057609856126,540.5994971451593,14.74050285484077
TR-038661,2025-09-02,september,Reefer,540.7,1352.42,1359.4084913457946,1358.5789415318268,1358.9937164388107,6.573716438810607
TR-038662,2025-09-02,september,Dry Van,1217.9,2666.14,2626.785466760147,2501.4992091056865,2564.1423379329167,101.99766206708318
TR-038663,2025-09-02,september,Reefer,1174.8,2476.54,2480.0635450883365,2565.4058122039796,2522.734678646158,46.19467864615808
TR-038664,2025-09-02,september,Flatbed,427.7,1058.7,1030.3404175878304,1043.0938791316585,1036.7171483597444,21.982851640255603
TR-038665,2025-09-02,september,Flatbed,818.5,1824.73,1881.1682182412153,1881.489956066011,1881.3290871536133,56.599087153613254
TR-038666,2025-09-02,september,Reefer,1572.7,3424.84,3352.539872759437,3438.6272047947587,3395.5835387770976,29.256461222902544
TR-038667,2025-09-02,september,Dry Van,2902.1,5041.13,5197.5920470578,5124.41105122553,5161.001549141665,119.87154914166513
TR-038668,2025-09-02,september,Dry Van,629.1,1331.36,1376.197702043665,1343.6501715077495,1359.9239367757073,28.56393677570736
TR-038669,2025-09-02,september,Reefer,556.4,1309.45,1280.9749604412978,1287.3974497837662,1284.186205112532,25.263794887468066
TR-038670,2025-09-02,september,Flatbed,508.7,1223.28,1239.1273486783216,1230.772419395548,1234.9498840369347,11.669884036934718
TR-038671,2025-09-02,september,Dry Van,1100.5,2249.04,2292.0149737340953,2289.002691310041,2290.508832522068,41.46883252206817
TR-038672,2025-09-02,september,Reefer,1485.1,3292.86,3054.740439679753,3130.403353594582,3092.5718966371674,200.28810336283277
TR-038673,2025-09-02,september,Dry Van,755.1,1464.17,1424.5581300409126,1474.151760313323,1449.3549451771178,14.815054822882303
TR-038674,2025-09-02,september,Dry Van,645.9,1328.24,1302.2591649263836,1329.1597762518709,1315.7094705891272,12.53052941087276
TR-038675,2025-09-02,september,Dry Van,1245.7,2566.52,2586.2363037950727,2488.696842913431,2537.4665733542515,29.05342664574846
TR-038676,2025-09-02,september,Reefer,859.5,2064.9,2114.6987539516763,2089.9420161380262,2102.3203850448513,37.42038504485117
TR-038677,2025-09-02,september,Dry Van,323.2,748.11,742.3632512257133,740.4507432866089,741.406997256161,6.703002743838965
TR-038678,2025-09-02,september,Reefer,788.7,1697.16,1705.7607353453018,1697.1588637014402,1701.459799523371,4.299799523370893
TR-038679,2025-09-02,september,Dry Van,630.4,1408.45,1405.5670518621034,1384.0043381633973,1394.7856950127502,13.664304987249807
TR-038680,2025-09-02,september,Dry Van,299.4,733.24,712.32439544493,729.0372881310104,720.6808417879702,12.559158212029843
TR-038681,2025-09-02,september,Reefer,1414.4,3208.32,3041.4376745648697,3042.777701882833,3042.1076882238513,166.2123117761489
TR-038682,2025-09-02,september,Flatbed,721.7,1629.6,1608.7119451527174,1587.8218172878578,1598.2668812202876,31.333118779712322
TR-038683,2025-09-02,september,Dry Van,2432.9,4484.01,4484.4291323339285,4461.0237616772865,4472.726447005607,11.283552994393176
TR-038684,2025-09-02,september,Dry Van,1256.8,2440.1,2467.1344838186524,2485.27945738717,2476.2069706029115,36.10697060291159
TR-038685,2025-09-02,september,Reefer,403.9,971.68,935.6990080860564,940.7950764960447,938.2470422910505,33.4329577089494
TR-038686,2025-09-02,september,Dry Van,1485.9,2932.54,2949.326416030965,2915.4858435505193,2932.406129790742,0.13387020925802062
TR-038687,2025-09-02,september,Reefer,1952.9,4163.72,4139.522355278826,4230.536412156692,4185.029383717759,21.309383717758465
TR-038688,2025-09-02,september,Dry Van,423.3,971.1,964.0846033427772,981.1019200265794,972.5932616846783,1.4932616846782594
TR-038689,2025-09-02,september,Dry Van,641.0,1426.2,1391.5865816837686,1415.773370099751,1403.6799758917598,22.52002410824025
TR-038690,2025-09-02,september,Flatbed,1819.9,3818.1,3754.2213305304435,3784.1316350186385,3769.176482774541,48.92351722545891
TR-038691,2025-09-02,september,Dry Van,1535.7,2983.74,3050.8630171308623,2933.028416510637,2991.9457168207496,8.205716820749785
TR-038692,2025-09-02,september,Reefer,997.6,2106.36,2154.1813650802274,2089.5475521667117,2121.8644586234695,15.504458623469418
TR-038693,2025-09-02,september,Dry Van,1637.1,3245.38,3226.9781488857843,3272.560702963436,3249.76942592461,4.3894259246098954
TR-038694,2025-09-02,september,Dry Van,303.4,716.13,717.3325664866888,705.3660371794961,711.3493018330925,4.780698166907541
TR-038695,2025-09-02,september,Dry Van,515.8,1193.79,1171.0538031039544,1152.304135878222,1161.678969491088,32.11103050891188
